business_postal_code,inspection_score,inspection_type,violation_description,risk_category
94117,88.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94117,,New Construction,,
94114,90.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94117,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94122,84.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94117,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94118,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94123,90.0,Routine - Unscheduled,Unpermitted food facility,Low Risk
94102,85.0,Routine - Unscheduled,Other high risk violation,High Risk
94110,90.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk
94107,,Reinspection/Followup,,
94103,91.0,Routine - Unscheduled,Improper cooling methods,High Risk
94112,,Non-inspection site visit,,
94103,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94110,,Reinspection/Followup,,
94112,100.0,Routine - Unscheduled,,
94114,100.0,Routine - Unscheduled,,
94110,,Reinspection/Followup,,
94115,,Complaint,,
94117,76.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94102,76.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94114,87.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94103,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94133,94.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk
94108,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94104,85.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94110,87.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94108,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94133,73.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94109,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94107,100.0,Routine - Unscheduled,,
94110,,Complaint Reinspection/Followup,,
94133,,Complaint,,
94133,94.0,Routine - Unscheduled,Improper food storage,Low Risk
94112,85.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,93.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94108,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94107,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94108,66.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94110,89.0,Routine - Unscheduled,Improper cooling methods,High Risk
94114,86.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94121,70.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94132,94.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk
94102,71.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94109,83.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94105,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94122,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94107,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94133,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94105,74.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94134,77.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94105,79.0,Routine - Unscheduled,Improper reheating of food,High Risk
94123,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94122,,New Construction,,
94117,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94102,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94109,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94110,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94103,,Reinspection/Followup,,
94133,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94121,78.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94133,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94115,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,76.0,Routine - Unscheduled,Unsanitary employee garments hair or nails,Low Risk
94132,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,57.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94102,73.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94102,100.0,Routine - Unscheduled,,
94133,88.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk
94115,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94131,100.0,Routine - Unscheduled,,
94114,96.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94118,87.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94123,,New Construction,,
94110,,Reinspection/Followup,Improper cooling methods,High Risk
94133,77.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94115,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,83.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94110,,Complaint Reinspection/Followup,,
94109,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94133,83.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94133,,New Construction,,
94103,87.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk
94108,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,81.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94124,90.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk
94117,,Reinspection/Followup,,
94121,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94104,69.0,Routine - Unscheduled,Improper cooling methods,High Risk
94112,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,90.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94103,,Reinspection/Followup,,
94108,74.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk
94110,89.0,Routine - Unscheduled,Improper cooling methods,High Risk
94105,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94133,73.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94109,96.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94104,,Reinspection/Followup,,
94133,,Reinspection/Followup,,
94134,100.0,Routine - Unscheduled,,
94116,100.0,Routine - Unscheduled,,
94111,,New Ownership,,
94114,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94109,,Reinspection/Followup,,
94110,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94103,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,78.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94102,,Complaint,,
94108,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94121,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,74.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94123,83.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94110,98.0,Routine - Unscheduled,,
94109,77.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94121,,Reinspection/Followup,,
94110,,Reinspection/Followup,,
94121,69.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94131,84.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94103,77.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94134,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94134,,Reinspection/Followup,,
94110,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94110,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94112,,Reinspection/Followup,,
94109,85.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
94108,80.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94122,,Structural Inspection,,
94109,,New Construction,,
94114,,New Ownership,,
94105,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94107,,Reinspection/Followup,,
94110,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,,Reinspection/Followup,,
94118,69.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94121,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94114,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94117,78.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94109,,Foodborne Illness Investigation,,
94110,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94103,75.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94105,92.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94132,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94114,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94103,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94105,82.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94108,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94112,,Non-inspection site visit,,
94134,100.0,Routine - Unscheduled,,
94117,65.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94121,,Complaint,,
94109,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94115,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94105,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94103,,Reinspection/Followup,,
94115,,Reinspection/Followup,,
94114,,Reinspection/Followup,,
94111,83.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94112,77.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94103,,Reinspection/Followup,,
94104,85.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94109,83.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94111,,Reinspection/Followup,,
94110,85.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk
94122,96.0,Routine - Unscheduled,Improper food storage,Low Risk
94114,82.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94111,89.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk
94107,,New Construction,,
94103,86.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94108,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94103,82.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94110,78.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94103,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94114,,Reinspection/Followup,,
94110,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94115,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94104,86.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94112,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94110,85.0,Routine - Unscheduled,Improper cooling methods,High Risk
94111,83.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94122,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94112,88.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94103,,Reinspection/Followup,,
94107,89.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk
94117,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94103,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94109,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94132,84.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94134,87.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94109,91.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94134,79.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94115,,Reinspection/Followup,,
94123,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94133,83.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94109,82.0,Routine - Unscheduled,Improper food storage,Low Risk
94118,,New Ownership,,
94118,68.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94102,88.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk
94110,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94103,90.0,Routine - Unscheduled,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
94115,,Reinspection/Followup,,
94122,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94123,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,78.0,Routine - Unscheduled,Improper food storage,Low Risk
94104,91.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94102,98.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk
94114,81.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94109,,Complaint,,
94111,79.0,Routine - Unscheduled,Other moderate risk violation,Moderate Risk
94105,75.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94118,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,,Reinspection/Followup,,
94121,,Reinspection/Followup,,
94105,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94121,96.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94103,91.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,100.0,Routine - Unscheduled,,
94127,75.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94133,,Routine - Scheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94121,,Reinspection/Followup,,
94102,84.0,Routine - Unscheduled,No hot water or running water,High Risk
94103,74.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94108,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94122,79.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94133,,Reinspection/Followup,,
94110,90.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94118,96.0,Routine - Unscheduled,Other low risk violation,Low Risk
94110,76.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94108,96.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94123,,New Construction,,
94109,,Reinspection/Followup,,
94110,86.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk
94122,57.0,Routine - Unscheduled,Reservice of previously served foods,Moderate Risk
94110,85.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94122,92.0,Routine - Unscheduled,Improper food storage,Low Risk
94107,81.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94109,87.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94103,,New Construction,,
94110,70.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94109,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94118,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,84.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94115,82.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94110,,Reinspection/Followup,,
94103,,Reinspection/Followup,,
94122,,Reinspection/Followup,,
94108,92.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk
94121,72.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94112,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,81.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94124,94.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,,Reinspection/Followup,,
94107,100.0,Routine - Unscheduled,,
94121,84.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,67.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94108,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94117,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94103,,Complaint,,
94109,100.0,Routine - Unscheduled,,
94112,85.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94121,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94118,89.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94111,96.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94108,74.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94110,,Reinspection/Followup,,
94116,78.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94111,70.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94122,83.0,Routine - Unscheduled,Improper cooling methods,High Risk
94104,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94122,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94132,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94109,79.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94112,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94104,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94117,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94109,,Reinspection/Followup,,
94102,84.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94105,,Reinspection/Followup,,
94103,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94123,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94118,71.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94110,82.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94107,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94122,79.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94121,76.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94104,92.0,Routine - Unscheduled,Improper food storage,Low Risk
94110,,New Ownership,,
94103,92.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk
94103,,Reinspection/Followup,,
94132,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94158,,New Ownership - Followup,,
94110,96.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94105,78.0,Routine - Unscheduled,,
94103,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94103,81.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94109,82.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,,Reinspection/Followup,Improper thawing methods,Moderate Risk
94109,,Non-inspection site visit,,
94115,,Complaint,,
94123,83.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94133,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94133,100.0,Routine - Unscheduled,,
94103,89.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94133,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94123,,Reinspection/Followup,Food safety certificate or food handler card not available,Low Risk
94102,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94103,,Reinspection/Followup,,
94117,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94110,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94108,63.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94103,,Reinspection/Followup,,
94132,94.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94110,81.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94102,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94115,,New Ownership,,
94110,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,,Reinspection/Followup,,
94109,74.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94103,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94109,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94108,88.0,Routine - Unscheduled,Improper food storage,Low Risk
94127,,Structural Inspection,,
94103,80.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94121,70.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94127,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94111,78.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94109,,Reinspection/Followup,,
94110,76.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94102,,New Construction,,
94132,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94121,90.0,Routine - Unscheduled,Improper food storage,Low Risk
94103,81.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94107,,Structural Inspection,,
94108,85.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94117,,New Construction,,
94117,79.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94114,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94111,83.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94103,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94133,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94117,78.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94117,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,100.0,Routine - Unscheduled,,
94103,91.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94123,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94103,86.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk
94108,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94111,83.0,Routine - Unscheduled,No plan review or Building Permit,Low Risk
94115,91.0,Routine - Unscheduled,Unauthorized or unsafe use of time as a public health control measure,High Risk
94112,75.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94103,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94107,,Reinspection/Followup,,
94132,85.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94110,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94114,79.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94110,,Routine - Scheduled,Moderate risk food holding temperature,Moderate Risk
94109,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94124,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94129,100.0,Routine - Unscheduled,,
94122,,Reinspection/Followup,,
94110,78.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,98.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94115,84.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94133,96.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk
94109,92.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94111,94.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94103,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94133,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94121,81.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94122,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94107,51.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94127,,Reinspection/Followup,,
94110,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94104,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94116,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94108,80.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94111,92.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94115,83.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94127,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94112,90.0,Routine - Unscheduled,Inadequate sewage or wastewater disposal,Moderate Risk
94118,,New Ownership,,
94103,80.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94122,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94118,68.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94118,,Non-inspection site visit,,
94115,79.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94115,85.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94122,91.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94110,86.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94112,81.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk
94123,92.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk
94110,74.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk
94102,100.0,Routine - Unscheduled,,
94133,82.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94118,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,72.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94124,98.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94111,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94114,,Non-inspection site visit,,
94123,81.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
